4,2025-05-31 19:47:41,DELIVERED,1591.04,9387,514
5,2025-12-17 16:45:06,DELIVERED,214.36,5721,333
5,2024-12-17 03:41:39,SHIPPED,1166.78,9143,609
3,2024-04-09 19:36:42,SHIPPED,1526.21,7880,870
2,2025-03-14 19:19:02,SHIPPED,76.43,872,46
3,2024-10-14 14:58:43,PENDING,1956.63,2847,316
1,2024-01-05 17:45:50,PENDING,695.01,8343,926
2,2025-03-12 06:22:34,PENDING,1122.79,1651,369
1,2024-11-07 05:23:40,PENDING,1869.93,8309,355
5,2024-10-24 02:54:56,PENDING,561.56,3371,693
1,2024-02-09 20:18:22,DELIVERED,373.58,7332,833
1,2025-04-08 01:39:09,PENDING,710.09,4476,328
4,2024-05-10 16:26:20,SHIPPED,1233.14,8682,720
4,2025-07-02 20:46:03,PENDING,1237.59,5553,711
4,2025-08-13 02:51:11,PENDING,574.44,9026,694
4,2024-05-12 16:54:29,SHIPPED,966.77,4013,175
2,2025-12-17 22:58:30,DELIVERED,563.28,7215,40
1,2025-02-15 01:44:10,SHIPPED,1216.2,5835,692
5,2024-10-16 12:22:38,SHIPPED,996.88,6312,920
3,2024-03-12 12:31:23,DELIVERED,1900.68,9126,385
3,2024-04-04 01:21:03,PENDING,1100.69,2544,932
2,2024-01-17 09:31:55,PENDING,603.71,8442,906
3,2024-08-15 12:41:28,DELIVERED,649.1,2310,754
2,2024-09-21 04:43:43,PENDING,1639.13,395,942
1,2025-05-12 23:05:15,DELIVERED,459.02,3582,854
1,2024-06-06 22:39:14,SHIPPED,464.6,202,21
3,2025-07-25 00:29:46,DELIVERED,1967.48,8093,230
2,2025-02-08 22:11:03,SHIPPED,791.24,1799,950
3,2025-11-17 01:55:25,PENDING,700.55,4046,330
5,2023-12-28 00:45:34,DELIVERED,1352.67,1791,494
5,2025-11-08 04:02:29,DELIVERED,749.82,7204,677
2,2025-12-17 05:58:57,PENDING,32.69,8808,2
4,2024-09-11 12:30:24,PENDING,1634.48,1592,996
4,2024-09-18 04:16:03,DELIVERED,752.45,6525,938
1,2025-12-13 09:01:43,PENDING,42.86,6146,72
3,2024-11-26 14:51:16,DELIVERED,1404.99,7388,761
3,2025-07-31 03:16:14,DELIVERED,350.31,4724,224
4,2024-01-01 09:29:50,DELIVERED,25.61,9083,135
5,2025-09-28 18:12:27,PENDING,974.4,1955,956
5,2025-06-12 16:34:39,PENDING,1754.92,1740,107
4,2025-12-08 02:08:00,PENDING,1633.86,7271,631
2,2025-12-13 01:15:06,SHIPPED,1431.04,8731,496
5,2025-12-01 04:22:51,DELIVERED,969.65,5248,57
5,2024-02-03 21:23:45,SHIPPED,1041.75,9351,220
3,2024-03-20 02:21:00,PENDING,117.58,5600,60
1,2025-06-02 12:03:19,PENDING,1401.48,268,268
3,2025-07-21 13:12:14,SHIPPED,679.79,5229,111
1,2024-10-23 13:41:16,SHIPPED,1165.97,130,549
4,2024-07-18 14:18:26,SHIPPED,1161.26,1738,400
4,2025-05-11 16:04:26,PENDING,659.6,9393,525
3,2024-02-02 07:51:25,PENDING,1157.59,7364,890
4,2025-09-21 18:31:37,DELIVERED,1232.64,9347,750
3,2025-04-10 09:00:55,SHIPPED,1029.12,4643,782
2,2024-01-14 06:59:01,PENDING,693.81,5284,984
3,2025-04-12 06:29:48,PENDING,889.99,6546,798
3,2024-08-19 04:27:16,PENDING,1545.3,1721,849
3,2025-10-23 16:33:50,SHIPPED,813.95,1049,256
3,2024-02-24 22:02:51,PENDING,1840.07,1847,686
5,2025-10-27 13:37:02,PENDING,1943.54,243,742
1,2024-06-03 08:35:50,PENDING,422.66,911,5
5,2024-04-17 18:38:00,DELIVERED,662.4,3713,644
2,2024-06-17 04:58:54,DELIVERED,254.76,2080,425
3,2024-09-15 07:59:57,SHIPPED,30.55,1376,760
1,2025-01-19 16:58:39,PENDING,215.71,158,878
1,2024-06-29 23:41:19,DELIVERED,482.04,5096,142
2,2025-11-19 21:25:31,SHIPPED,1172.58,9332,425
1,2025-01-28 04:03:05,DELIVERED,1012.89,2730,14
4,2025-07-06 06:52:00,DELIVERED,1700.06,7387,700
3,2024-12-07 06:42:25,PENDING,1956.42,3966,954
1,2024-08-17 10:42:28,DELIVERED,543.35,7023,899
2,2024-05-29 00:31:50,PENDING,1649.91,105,800
4,2025-08-08 05:11:12,SHIPPED,296.84,1928,928
5,2025-03-15 02:48:28,DELIVERED,1162.22,6955,608
2,2025-02-06 14:38:56,SHIPPED,796.68,8982,228
2,2025-05-10 02:17:20,PENDING,1527.65,2026,595
5,2025-09-25 06:40:01,SHIPPED,1884.5,5046,966
1,2025-08-17 06:16:21,DELIVERED,891.36,2601,293
5,2024-08-08 14:29:10,SHIPPED,1058.9,5673,864
5,2025-07-05 19:47:11,DELIVERED,713.27,1055,573
4,2024-10-26 10:43:01,SHIPPED,752.26,4262,351
4,2025-09-08 19:58:49,DELIVERED,237.17,8571,190
1,2025-03-30 14:46:38,DELIVERED,516.42,6458,934
4,2025-03-21 23:43:21,DELIVERED,1813.39,2466,221
1,2024-05-10 11:14:29,PENDING,765.9,7564,705
5,2025-02-02 18:51:55,SHIPPED,718.32,7649,364
5,2024-11-27 23:18:54,SHIPPED,986.24,2741,355
3,2024-08-29 01:27:51,PENDING,1499.85,3400,316
2,2024-02-08 21:09:49,DELIVERED,1695.16,7412,315
4,2024-08-31 19:55:25,PENDING,402.09,1207,399
3,2024-03-07 21:47:09,PENDING,1146.3,9634,928
2,2025-09-19 22:28:33,PENDING,250.4,5771,447
1,2025-05-22 09:08:28,SHIPPED,887.69,1672,528
3,2024-05-26 03:59:32,DELIVERED,1907.45,525,98
1,2024-10-04 13:36:27,PENDING,1094.87,1707,724
1,2025-06-20 07:32:39,PENDING,868.25,5620,309
3,2025-02-28 01:17:05,SHIPPED,1421.3,9309,115
4,2025-07-11 22:59:35,PENDING,536.06,3241,60
2,2025-01-01 22:34:46,DELIVERED,343.47,3128,224
3,2024-11-10 15:07:08,PENDING,1663.25,5978,317
4,2025-11-20 16:23:01,PENDING,615.53,2499,385
1,2024-05-10 22:58:17,SHIPPED,1928.86,9284,484
4,2025-06-14 14:05:07,PENDING,395.13,1742,196
2,2025-12-03 23:45:42,SHIPPED,948.77,6006,367
3,2024-12-24 01:02:39,PENDING,151.61,6393,511
5,2024-02-21 15:27:50,SHIPPED,1818.92,2803,469
5,2025-09-29 04:22:37,PENDING,928.38,5526,559
2,2024-08-13 01:20:29,DELIVERED,254.83,769,349
4,2025-03-23 15:03:20,SHIPPED,1000.62,6924,717
4,2025-09-08 15:12:19,PENDING,1345.9,6128,4
5,2024-11-29 09:14:44,SHIPPED,435.52,5184,494
1,2025-03-31 11:27:58,DELIVERED,674.2,6071,299
5,2024-12-25 20:06:27,PENDING,1651.65,6728,330
2,2024-09-06 21:57:11,PENDING,1202.52,2318,734
3,2024-06-01 22:56:59,DELIVERED,506.13,7750,265
4,2024-11-28 22:29:23,DELIVERED,1578.2,1999,460
1,2025-10-24 01:06:37,DELIVERED,353.69,9647,275
3,2024-02-10 01:07:07,PENDING,1855.34,909,687
2,2025-04-29 14:16:59,PENDING,983.81,9195,797
5,2025-01-29 17:59:28,SHIPPED,24.74,1384,542
1,2024-06-17 20:18:16,SHIPPED,180.02,1154,233
3,2025-10-24 10:58:13,PENDING,1353.75,8276,87
1,2024-11-29 16:39:17,SHIPPED,736.6,2914,362
2,2024-03-22 22:02:14,SHIPPED,43.1,4811,874
1,2025-05-27 23:34:17,DELIVERED,1753.24,2024,356
5,2025-12-20 01:15:36,PENDING,1726.13,8591,733
3,2024-03-29 14:05:18,DELIVERED,227.27,33,887
1,2025-07-01 05:47:18,SHIPPED,145.0,61,585
3,2025-03-14 18:04:19,SHIPPED,248.22,693,47
5,2024-04-23 20:28:35,DELIVERED,1834.89,1989,839
1,2025-02-09 21:41:32,DELIVERED,491.84,8914,421
1,2024-03-29 03:23:31,DELIVERED,230.07,755,180
3,2024-05-25 12:14:58,SHIPPED,1570.73,8391,773
5,2025-10-16 04:26:21,PENDING,1710.12,7381,185
1,2024-06-22 18:36:24,SHIPPED,1965.4,3457,339
1,2024-01-26 03:17:35,SHIPPED,373.84,1933,286
4,2025-05-24 06:29:14,PENDING,754.29,1768,605
2,2024-09-05 08:17:49,PENDING,1414.84,3587,256
1,2025-01-12 12:16:01,DELIVERED,1704.16,2008,867
3,2025-03-04 08:40:48,DELIVERED,210.6,4207,375
1,2024-08-18 11:39:44,DELIVERED,481.6,6258,802
4,2024-07-11 09:52:43,PENDING,362.72,6755,246
4,2025-07-18 03:56:59,SHIPPED,1445.44,726,578
4,2024-10-30 16:16:02,SHIPPED,764.0,4022,84
4,2024-07-28 00:30:56,SHIPPED,1385.13,5606,468
2,2024-09-16 22:21:19,SHIPPED,1286.4,9707,755
4,2024-06-20 14:12:37,DELIVERED,229.02,5722,855
5,2025-10-08 14:23:51,PENDING,1685.4,9254,786
1,2025-05-08 17:21:59,PENDING,1709.77,777,587
1,2025-03-30 15:35:51,DELIVERED,824.51,2718,357
2,2025-01-15 21:22:39,PENDING,1639.87,2028,50
4,2023-12-28 11:14:05,DELIVERED,1974.62,8169,864
3,2024-11-09 16:06:19,DELIVERED,769.48,2952,913
2,2024-10-24 15:59:21,SHIPPED,1429.66,7414,1
1,2025-05-10 09:13:24,DELIVERED,1492.69,5176,770
5,2025-07-27 12:52:00,PENDING,1232.85,6917,896
3,2024-02-03 19:00:18,PENDING,154.66,9672,642
5,2025-04-25 07:21:04,SHIPPED,327.29,4170,455
1,2025-07-22 08:08:41,DELIVERED,1561.27,2761,786
2,2023-12-28 05:17:31,PENDING,1948.85,9148,964
2,2024-03-11 07:50:05,SHIPPED,1058.91,5506,303
4,2024-01-20 23:51:57,DELIVERED,651.3,7945,978
3,2025-10-23 07:52:09,SHIPPED,550.76,8155,714
2,2024-01-10 20:40:39,DELIVERED,1911.23,2968,304
3,2025-04-03 09:20:46,SHIPPED,578.72,8717,607
5,2025-09-23 15:06:03,PENDING,612.82,7649,794
5,2024-10-24 15:00:37,PENDING,512.69,4495,529
1,2024-05-23 03:11:03,SHIPPED,562.35,3130,938
4,2025-11-23 18:17:04,DELIVERED,1405.14,5505,731
2,2024-05-19 19:50:51,SHIPPED,720.3,6012,595
1,2024-05-24 04:37:18,PENDING,390.92,9626,735
3,2025-05-20 04:57:05,SHIPPED,552.34,3285,986
3,2024-11-20 23:34:57,DELIVERED,41.13,938,905
3,2025-04-12 01:32:48,SHIPPED,569.19,79,398
4,2024-07-05 17:41:40,PENDING,1712.38,128,752
2,2024-05-08 06:55:09,SHIPPED,1286.82,1325,949
2,2024-08-16 05:21:41,SHIPPED,1912.44,9464,889
1,2024-12-06 09:54:28,SHIPPED,1646.39,5629,477
5,2024-09-01 15:04:07,DELIVERED,26.48,9382,309
2,2025-02-18 19:25:12,SHIPPED,371.22,7402,627
5,2025-06-12 07:11:04,SHIPPED,1178.26,9915,788
3,2025-08-07 09:42:13,DELIVERED,1096.6,1380,332
4,2025-08-23 02:24:03,DELIVERED,882.35,9955,641
3,2025-11-21 10:46:47,SHIPPED,989.28,1202,564
2,2024-10-08 00:27:39,PENDING,1979.88,4392,504
5,2025-03-30 23:16:20,PENDING,1307.14,6894,915
2,2025-02-10 18:41:14,SHIPPED,1415.27,3517,833
1,2025-03-14 18:08:20,PENDING,1998.78,6649,618
4,2025-02-17 04:02:17,SHIPPED,409.43,1106,30
5,2025-02-28 07:45:28,DELIVERED,1856.92,6869,371
5,2025-06-23 01:16:53,SHIPPED,1853.03,57,468
1,2024-11-06 15:43:28,SHIPPED,604.72,4058,139
4,2025-10-14 05:38:28,PENDING,824.7,6011,957
4,2024-11-01 17:49:23,SHIPPED,958.0,9097,446
3,2025-04-30 13:16:41,DELIVERED,1524.25,5805,82
3,2024-03-10 23:40:29,DELIVERED,756.9,3905,911
2,2024-09-24 09:46:09,DELIVERED,1189.85,3633,196
5,2025-09-08 03:01:26,PENDING,660.97,7920,15
4,2024-02-20 05:20:05,PENDING,1714.57,5155,470
3,2024-05-12 18:50:32,DELIVERED,786.91,5052,487
5,2024-12-06 21:31:40,DELIVERED,178.86,2210,865
3,2025-10-27 01:28:22,DELIVERED,1676.2,8942,602
4,2025-02-23 10:00:23,SHIPPED,418.19,737,783
2,2024-12-04 14:36:25,DELIVERED,1160.45,9843,984
4,2024-03-31 18:23:05,DELIVERED,52.66,4781,811
2,2025-10-04 01:57:45,DELIVERED,866.35,9863,866
3,2024-12-01 03:55:09,DELIVERED,944.56,1512,504
1,2025-04-23 02:05:18,PENDING,1210.88,9789,757
2,2025-07-26 22:48:50,SHIPPED,1495.62,3916,924
3,2025-04-25 13:26:32,DELIVERED,274.01,6063,773
4,2025-04-15 06:33:21,SHIPPED,1367.81,5906,621
5,2024-10-15 10:16:23,DELIVERED,117.68,2758,216
4,2025-03-04 12:39:00,DELIVERED,1658.95,123,189
3,2025-10-10 16:21:48,SHIPPED,1776.5,9185,325
4,2025-02-27 03:35:26,PENDING,632.3,8585,509
5,2024-01-09 09:34:05,DELIVERED,1528.11,9521,273
1,2025-02-05 09:34:18,SHIPPED,719.65,8881,557
1,2025-03-22 09:05:57,DELIVERED,214.55,5314,718
5,2025-08-16 03:42:19,PENDING,536.51,7156,2
3,2025-01-24 23:45:02,DELIVERED,1030.82,4079,830
2,2025-11-19 22:31:49,SHIPPED,1659.76,4979,827
5,2024-07-25 23:36:49,PENDING,463.1,1050,629
4,2024-04-28 15:42:55,DELIVERED,852.24,7599,734
1,2025-06-30 08:51:53,PENDING,1894.09,1913,986
2,2024-01-06 17:28:15,SHIPPED,945.74,7418,773
3,2024-01-06 23:25:19,SHIPPED,1779.42,4402,689
3,2025-08-14 12:46:25,PENDING,1764.79,7025,200
3,2024-08-14 12:07:53,PENDING,1078.99,6465,239
4,2025-12-17 21:24:15,PENDING,1382.64,4875,664
3,2025-10-20 20:26:11,DELIVERED,279.12,5950,503
4,2025-03-06 16:08:37,SHIPPED,332.64,2047,782
4,2024-05-25 16:49:29,DELIVERED,918.83,304,618
1,2025-01-16 14:37:22,SHIPPED,1437.82,2110,159
1,2024-12-03 23:26:07,DELIVERED,550.17,306,718
1,2025-11-21 01:48:35,PENDING,1940.18,1856,963
5,2025-10-30 07:13:07,SHIPPED,1263.04,3926,945
5,2025-11-30 16:02:43,SHIPPED,1162.34,3627,385
4,2024-05-24 17:01:57,PENDING,636.98,5332,619
2,2024-06-17 15:08:11,SHIPPED,1278.83,5539,505
1,2024-10-29 21:08:25,DELIVERED,123.49,2266,637
2,2024-11-07 08:33:48,DELIVERED,1262.73,9875,15
5,2024-03-28 09:22:35,DELIVERED,1087.03,3752,418
2,2024-02-16 22:03:01,SHIPPED,1430.95,5075,489
2,2025-03-23 14:23:09,SHIPPED,658.43,5953,168
1,2024-06-28 07:54:07,PENDING,1716.01,8845,277
4,2025-03-08 06:27:44,SHIPPED,1452.27,8665,767
1,2025-03-31 06:28:40,DELIVERED,1508.48,83,263
3,2024-01-10 22:39:07,SHIPPED,736.01,7924,610
5,2024-04-17 13:16:58,SHIPPED,169.15,3148,966
2,2025-12-02 09:15:47,SHIPPED,1499.12,5821,724
5,2025-10-08 08:44:00,PENDING,1212.81,9775,23
3,2024-01-16 09:49:08,DELIVERED,1679.03,9879,689
4,2025-01-05 02:42:47,PENDING,1673.31,5778,971
3,2024-08-31 17:55:26,SHIPPED,613.56,4649,144
5,2025-12-05 14:44:01,SHIPPED,1507.9,2562,885
3,2024-01-21 13:21:37,SHIPPED,865.72,3336,506
4,2025-03-17 15:37:35,SHIPPED,1349.33,4960,388
4,2024-12-14 17:24:40,PENDING,304.04,5114,114
5,2024-10-20 22:46:11,PENDING,558.14,1386,314
4,2025-06-14 19:24:38,PENDING,753.66,2031,494
2,2024-07-03 07:31:26,PENDING,1069.72,5647,17
5,2024-05-13 23:21:54,DELIVERED,330.72,6776,468
2,2024-02-21 13:30:33,PENDING,1866.74,5009,42
1,2024-10-11 08:16:38,SHIPPED,1463.44,6952,516
1,2024-02-15 11:32:25,SHIPPED,564.5,7044,746
2,2025-03-03 18:15:30,DELIVERED,466.65,5451,407
2,2025-08-26 22:22:36,PENDING,718.93,7104,604
3,2025-05-01 09:14:08,DELIVERED,556.43,4019,576
5,2025-03-06 10:04:58,PENDING,904.25,4025,602
3,2025-07-13 21:33:39,PENDING,258.7,2157,711
1,2024-08-26 18:22:06,DELIVERED,1283.3,7588,881
1,2025-08-29 22:59:19,PENDING,953.32,2997,396
2,2025-01-13 22:22:15,SHIPPED,97.15,4317,170
4,2025-06-12 22:34:33,SHIPPED,1091.36,4497,668
3,2025-11-10 11:36:14,SHIPPED,1133.6,8725,206
3,2025-08-17 23:14:13,SHIPPED,1414.25,4200,873
2,2024-05-24 20:19:11,PENDING,429.84,8001,964
3,2025-03-10 16:18:18,PENDING,1722.52,3594,219
1,2025-03-25 14:56:49,PENDING,709.14,3329,666
1,2025-10-27 03:32:32,SHIPPED,1516.34,4626,525
3,2025-08-15 14:40:11,SHIPPED,1279.79,4036,435
5,2025-12-22 09:25:24,SHIPPED,877.09,4531,192
4,2025-03-27 10:40:06,SHIPPED,1286.2,544,474
1,2023-12-24 22:12:27,DELIVERED,1333.94,7094,318
5,2025-06-09 19:20:53,PENDING,1151.73,3515,615
2,2025-08-06 22:15:09,PENDING,261.65,8767,884
1,2025-08-12 21:26:12,DELIVERED,274.79,1691,855
5,2025-06-17 01:30:05,PENDING,1546.42,9203,917
1,2025-08-03 11:07:26,SHIPPED,570.48,2483,423
5,2025-01-14 10:16:01,PENDING,488.21,9406,74
2,2024-07-22 22:21:58,SHIPPED,230.77,8812,146
3,2024-01-25 04:57:39,DELIVERED,1017.66,5578,670
1,2025-05-10 00:41:11,SHIPPED,1650.83,1522,811
3,2024-12-01 04:34:18,SHIPPED,884.45,202,200
5,2025-03-07 19:28:09,DELIVERED,676.63,4863,637
2,2025-07-12 20:08:55,SHIPPED,818.8,1868,198
4,2025-10-25 21:24:04,PENDING,1454.92,6890,337
2,2025-03-14 14:26:44,DELIVERED,205.91,7238,142
1,2024-12-11 19:28:25,SHIPPED,82.63,3730,17
4,2024-02-09 00:08:07,PENDING,1531.61,5056,609
5,2024-11-19 17:16:30,SHIPPED,575.41,188,472
2,2024-03-30 22:54:14,DELIVERED,1376.46,3975,787
2,2024-08-13 15:29:36,SHIPPED,1182.82,7291,318
2,2025-05-01 14:39:25,SHIPPED,1992.71,2258,650
2,2025-08-09 12:42:06,DELIVERED,890.65,2079,662
3,2024-09-23 11:16:04,DELIVERED,681.07,4090,895
5,2024-01-12 07:56:11,DELIVERED,215.42,3220,284
4,2025-04-09 02:14:02,DELIVERED,1870.66,6158,100
2,2024-05-20 00:02:45,SHIPPED,873.27,278,785
5,2025-04-25 03:35:00,DELIVERED,1126.41,8887,893
4,2024-10-29 22:33:51,DELIVERED,1729.75,7811,41
1,2025-11-26 11:02:29,SHIPPED,860.69,243,551
1,2023-12-31 23:34:41,PENDING,1521.57,7947,106
2,2025-01-04 16:45:14,PENDING,855.69,8854,611
3,2025-06-22 07:14:22,SHIPPED,944.48,7901,285
1,2024-11-18 03:31:47,SHIPPED,1647.45,6975,367
4,2025-05-24 17:44:41,PENDING,1196.71,8908,432
2,2025-04-18 20:07:21,SHIPPED,880.83,1544,600
5,2025-02-16 10:01:17,DELIVERED,1788.04,4867,693
2,2025-06-09 18:04:27,DELIVERED,1938.31,6675,648
3,2025-10-29 03:12:55,PENDING,383.94,6959,836
5,2025-01-13 19:13:47,DELIVERED,1581.12,8320,117
1,2025-04-06 05:33:05,SHIPPED,419.96,6639,550
5,2024-09-19 05:53:07,SHIPPED,742.91,4700,615
3,2024-04-28 01:08:32,DELIVERED,305.17,9314,180
5,2024-01-14 10:15:07,DELIVERED,207.97,7204,854
4,2025-11-09 21:56:51,SHIPPED,978.83,3751,765
5,2025-05-04 12:22:48,DELIVERED,1339.8,3253,15
3,2024-01-23 13:37:32,DELIVERED,1871.44,1928,5
2,2025-02-09 17:31:30,SHIPPED,1581.97,5650,745
5,2024-10-04 02:21:29,PENDING,1196.01,9211,465
5,2024-09-09 00:01:29,DELIVERED,1280.36,5943,741
1,2025-03-25 13:03:31,SHIPPED,705.96,6656,467
4,2024-04-28 22:27:29,DELIVERED,744.7,7700,203
1,2024-05-18 10:06:16,SHIPPED,1314.31,9155,876
3,2025-03-22 02:13:21,SHIPPED,589.29,4720,362
1,2025-06-20 02:05:39,DELIVERED,1466.65,3591,525
4,2025-04-27 04:08:23,PENDING,1616.04,8751,814
3,2024-06-17 19:47:02,PENDING,441.42,2341,197
5,2024-01-24 05:01:17,PENDING,1642.84,821,486
5,2025-06-06 21:57:08,DELIVERED,1911.85,1847,513
1,2024-11-29 20:16:04,SHIPPED,101.55,2145,672
2,2024-01-08 09:28:32,SHIPPED,1101.74,9353,71
3,2024-05-02 13:11:22,SHIPPED,259.07,8703,133
3,2024-02-15 21:10:12,PENDING,1729.23,6140,292
3,2024-09-08 21:40:23,PENDING,589.54,4011,296
4,2025-09-29 19:16:14,PENDING,302.8,7204,855
5,2024-01-02 09:01:49,PENDING,1010.47,4743,702
3,2024-12-03 03:18:41,DELIVERED,509.42,4483,245
1,2024-04-09 11:33:11,DELIVERED,901.92,419,776
5,2025-04-26 20:29:17,SHIPPED,942.53,6607,930
2,2024-09-10 19:09:10,DELIVERED,1090.28,6733,717
3,2025-11-28 16:24:31,DELIVERED,1596.77,7367,725
2,2024-07-11 00:34:03,PENDING,806.59,4562,626
1,2024-02-17 17:41:13,SHIPPED,1948.48,2551,546
1,2025-10-01 17:59:14,SHIPPED,1537.08,8583,419
4,2025-09-03 18:57:24,SHIPPED,1507.49,8632,6
2,2024-09-04 06:35:26,PENDING,1638.45,2881,898
4,2024-03-25 13:08:08,SHIPPED,1887.97,927,613
5,2025-07-29 04:44:52,PENDING,296.83,1530,865
2,2024-12-25 00:34:24,PENDING,1390.69,4569,936
3,2025-01-10 19:47:49,SHIPPED,1388.89,6933,41
1,2024-07-08 13:39:52,PENDING,1689.8,2789,452
4,2025-06-21 06:23:33,SHIPPED,1727.54,5074,890
1,2024-03-31 12:49:26,SHIPPED,33.82,6268,103
1,2025-08-13 10:04:03,DELIVERED,530.79,3699,400
1,2025-10-15 04:17:49,DELIVERED,220.35,972,438
5,2025-03-19 22:10:30,DELIVERED,1097.26,2492,311
5,2025-08-07 14:08:28,SHIPPED,1560.12,1053,785
2,2024-09-18 14:44:48,SHIPPED,1143.98,965,119
3,2025-05-09 04:40:10,SHIPPED,1174.36,2233,92
4,2025-07-05 16:01:55,DELIVERED,310.47,4662,816
4,2025-01-22 22:57:12,SHIPPED,733.79,1126,556
5,2024-05-11 18:04:29,PENDING,1111.81,4044,367
5,2025-05-30 20:50:36,SHIPPED,347.19,592,632
1,2024-11-22 02:02:52,SHIPPED,1421.65,8659,471
4,2025-09-25 05:25:10,PENDING,1420.51,3950,934
3,2025-07-31 18:53:50,SHIPPED,1156.61,4596,810
5,2024-04-10 12:18:59,PENDING,463.92,4299,328
3,2025-03-09 07:20:42,DELIVERED,1794.74,3755,794
4,2025-12-18 20:23:56,PENDING,453.44,392,533
4,2024-10-24 04:59:39,SHIPPED,1448.92,1150,182
5,2025-03-23 21:36:29,SHIPPED,1060.28,4890,518
1,2023-12-23 10:12:00,SHIPPED,291.35,9574,931
3,2025-06-23 23:43:17,DELIVERED,535.72,3445,404
4,2025-08-18 16:49:17,PENDING,548.29,7517,146
2,2024-09-28 06:40:28,DELIVERED,1587.49,4069,537
4,2024-04-22 16:24:45,SHIPPED,155.77,9706,263
3,2024-06-23 02:50:36,PENDING,98.27,3866,417
1,2025-04-04 02:07:42,SHIPPED,435.11,9281,406
2,2024-07-14 02:11:37,SHIPPED,343.43,8817,51
4,2024-03-12 05:45:53,SHIPPED,126.54,5837,745
2,2024-11-18 22:30:56,DELIVERED,655.59,3020,225
